transition_idx,from_frame,to_frame,time_s,from_state,to_state,behavior_active,zscore_DA
7766,7765,7766,1028.2,2,3,,-0.0601721072570514
7771,7770,7771,1028.7,3,0,,-0.5019709658983375
7813,7812,7813,1032.9,0,1,,-0.7203891412456963
7823,7822,7823,1033.9,1,2,,-0.0821283653862862
7842,7841,7842,1035.8,2,3,,0.3913322602026809
7862,7861,7862,1037.8,3,2,,-0.5495643562553738
7867,7866,7867,1038.3,2,3,,-0.825527181659038
7878,7877,7878,1039.4,3,0,,-0.97576463918577
7938,7937,7938,1045.4,0,1,,-0.5447134132953967
7980,7979,7980,1049.6,1,2,,-0.2698343339081174
7987,7986,7987,1050.3,2,1,,-0.6763487486692104
7994,7993,7994,1051.0,1,0,,0.237752553292041
8005,8004,8005,1052.1,0,1,,-0.5093979084957092
8012,8011,8012,1052.8,1,2,,-0.638229584535537
8025,8024,8025,1054.1,2,3,,1.5120781613854712
8028,8027,8028,1054.4,3,0,,0.5419180373416371
8032,8031,8032,1054.8,0,3,,-0.0053821029974092
8057,8056,8057,1057.3,3,0,,-0.4711304958090715
8095,8094,8095,1061.1,0,3,,0.1876369188333342
8115,8114,8115,1063.1,3,1,,-0.1330738103404393
8129,8128,8129,1064.5,1,2,,-0.8112919457140381
8148,8147,8148,1066.4,2,1,,-0.5090768811285167
8158,8157,8158,1067.4,1,0,,-0.7041004766687978
8185,8184,8185,1070.1,0,3,,0.0397669235712748
8199,8198,8199,1071.5,3,2,,-0.5744491751145285
8203,8202,8203,1071.9,2,3,,-0.2487900106493712
8207,8206,8207,1072.3,3,0,,-0.0601100824035637
8229,8228,8229,1074.5,0,3,,-0.1466661506052044
8240,8239,8240,1075.6,3,0,,-0.1705114587553778
8246,8245,8246,1076.2,0,3,,-0.1947282986833097
8263,8262,8263,1077.9,3,0,,-0.4583635573494072
8273,8272,8273,1078.9,0,3,,-0.2248126383604202
8287,8286,8287,1080.3,3,2,,-0.6691930723228086
8295,8294,8295,1081.1,2,1,,-0.9361819486053
8300,8299,8300,1081.6,1,0,,-0.8010877584763921
8312,8311,8312,1082.8,0,1,,-0.4409534387974225
8346,8345,8346,1086.2,1,2,,-0.6601348231741189
8395,8394,8395,1091.1,2,1,,0.3606359782829227
8409,8408,8409,1092.5,1,2,,-0.7324914474329061
8418,8417,8418,1093.4,2,1,,-0.4620221527467239
8425,8424,8425,1094.1,1,0,,0.0727890838892358
8433,8432,8433,1094.9,0,1,,-0.5935427306440695
8451,8450,8451,1096.7,1,0,,-0.3808278087704773
8456,8455,8456,1097.2,0,3,,-0.6236866750497865
8471,8470,8471,1098.7,3,0,,-0.4781857950680815
8476,8475,8476,1099.2,0,3,,-0.6461185916527765
8497,8496,8497,1101.3,3,0,,-0.8056128238771689
8501,8500,8501,1101.7,0,3,,-0.6463983150157517
8510,8509,8510,1102.6,3,2,,-0.8310983942870482
8520,8519,8520,1103.6,2,1,,-0.6204267098601347
8535,8534,8535,1105.1,1,0,,-0.4170059528446184
8552,8551,8552,1106.8,0,1,,-0.7455742535954571
8559,8558,8559,1107.5,1,0,,-0.5552571163986776
8588,8587,8588,1110.4,0,3,,-0.587090657913623
8600,8599,8600,1111.6,3,2,,-0.469164435989765
8621,8620,8621,1113.7,2,1,,-0.8151309020730166
8631,8630,8631,1114.7,1,2,,-0.1184673279945878
8646,8645,8646,1116.2,2,1,,-0.1086299531021276
8688,8687,8688,1120.4,1,2,,-0.1962343795589113
8704,8703,8704,1122.0,2,1,,-0.3169398837584209
8716,8715,8716,1123.2,1,2,,-0.0565024171709214
8740,8739,8740,1125.6,2,1,,-0.7126958779863576
8754,8753,8754,1127.0,1,2,,1.7472530077283197
8769,8768,8769,1128.5,2,1,,0.7953810965112648
8798,8797,8798,1131.4,1,2,,0.1763275804258707
8843,8842,8843,1135.9,2,1,,-0.7954564010717127
8879,8878,8879,1139.5,1,0,,-0.4945154145843184
8899,8898,8899,1141.5,0,3,,0.4392563163249787
8911,8910,8911,1142.7,3,1,,-0.3452048056280802
8927,8926,8927,1144.3,1,0,,-0.8062320327218826
8937,8936,8937,1145.3,0,3,,-0.8290488833015012
8970,8969,8970,1148.6,3,2,,0.4155005442986998
8986,8985,8986,1150.2,2,3,,-0.3695093851453069
8989,8988,8989,1150.5,3,0,,-0.1913269924455775
8992,8991,8992,1150.8,0,3,,0.1500003883474735
8997,8996,8997,1151.3,3,2,,1.858364505302186
9002,9001,9002,1151.8,2,1,,0.8185431066439075
9024,9023,9024,1158.0,1,0,,-0.6048339325106984
9038,9037,9038,1159.4,0,3,,-0.036485181326405
9044,9043,9044,1160.0,3,0,,-0.462467883980342
9051,9050,9051,1160.7,0,2,,-0.4445014544362596
9069,9068,9069,1162.5,2,0,,-0.14444559613666
9076,9075,9076,1163.2,0,3,,0.2237607728408848
9080,9079,9080,1163.6,3,0,,0.2099022832904922
9085,9084,9085,1164.1,0,3,,0.1814364105334317
9093,9092,9093,1164.9,3,2,,0.9132980982377984
9117,9116,9117,1167.3,2,1,,0.5706253995022273
9123,9122,9123,1167.9,1,3,,0.6913737447325266
9126,9125,9126,1168.2,3,0,,0.4006080213521252
9141,9140,9141,1169.7,0,3,,-0.5763271593644653
9160,9159,9160,1171.6,3,0,,0.0797719408573263
9165,9164,9165,1172.1,0,3,,0.0114797771208
9177,9176,9177,1173.3,3,2,Investigation,1.3031013056590328
9187,9186,9187,1174.3,2,1,Investigation,6.549653785382488
9204,9203,9204,1176.0,1,2,Investigation,1.2545771634207628
9212,9211,9212,1176.8,2,1,Investigation,3.062339981842585
9216,9215,9216,1177.2,1,0,Investigation,3.977464975327005
9224,9223,9224,1178.0,0,3,,2.9391416610260537
9227,9226,9227,1178.3,3,0,,2.06055840197674
9233,9232,9233,1178.9,0,3,,1.7931778642597995
9246,9245,9246,1180.2,3,0,,0.3353484170248774
9265,9264,9265,1182.1,0,3,,1.298527813532789
9276,9275,9276,1183.2,3,0,,3.3588030993310785
9304,9303,9304,1186.0,0,2,,0.2614008889081015
9312,9311,9312,1186.8,2,3,,1.459468535619566
9328,9327,9328,1188.4,3,0,,0.9355140745956636
9333,9332,9333,1188.9,0,3,,1.4626265531742209
9344,9343,9344,1190.0,3,0,,0.5856019783343515
9355,9354,9355,1191.1,0,1,,0.3076138037649811
9369,9368,9369,1192.5,1,2,,1.4377219117086766
9376,9375,9376,1193.2,2,1,,0.6484842273354067
9380,9379,9380,1193.6,1,0,,0.306296795287872
9465,9464,9465,1202.1,0,1,,0.8319895258408174
9490,9489,9490,1204.6,1,0,,0.7731052498423913
9495,9494,9495,1205.1,0,1,,0.2398608896786863
9512,9511,9512,1206.8,1,0,,-0.0606680437860944
9519,9518,9519,1207.5,0,3,,-0.381558366679542
9533,9532,9533,1208.9,3,2,,0.3299300412794223
9549,9548,9549,1210.5,2,1,,-0.3439114597298798
9572,9571,9572,1212.8,1,0,,0.4591511924215865
9602,9601,9602,1215.8,0,3,,0.3805634093749087
9612,9611,9612,1216.8,3,0,,0.4061381609238173
9622,9621,9622,1217.8,0,1,,1.6805556816936145
9649,9648,9649,1220.5,1,2,,0.4911971039139227
9659,9658,9659,1221.5,2,1,,-0.0245571559007164
9663,9662,9663,1221.9,1,2,,-0.0653662284372431
9672,9671,9672,1222.8,2,1,,-0.2417996359400829
9683,9682,9683,1223.9,1,2,,-0.1106934858127575
9715,9714,9715,1227.1,2,3,,1.1634996186817912
9732,9731,9732,1228.8,3,2,,1.1538052644176644
9740,9739,9740,1229.6,2,3,,1.6501303798437983
9757,9756,9757,1231.3,3,2,,1.7558548738077722
9809,9808,9809,1236.5,2,3,,0.6102085890838682
9825,9824,9825,1238.1,3,0,,-0.3650047431741283
9858,9857,9858,1241.4,0,3,,-0.0905487861861244
9867,9866,9867,1242.3,3,2,,-0.6364047999088527
9873,9872,9873,1242.9,2,3,,-0.4431212353968645
9888,9887,9888,1244.4,3,0,,-0.3454207212186332
9894,9893,9894,1245.0,0,1,,-0.1562300488572236
9904,9903,9904,1246.0,1,2,,0.1398193550791389
9947,9946,9947,1250.3,2,1,,-0.6775424506704124
9954,9953,9954,1251.0,1,2,,0.0960539067649777
9964,9963,9964,1252.0,2,1,,-0.6064987666200302
9973,9972,9973,1252.9,1,2,,-0.0110987465034691
10005,10004,10005,1256.1,2,3,,0.0338257824439697
10017,10016,10017,1257.3,3,0,,-0.5043761917458777
10032,10031,10032,1258.8,0,1,,-0.5656450641943338
10063,10062,10063,1261.9,1,0,,1.0978541926154273
10066,10065,10066,1262.2,0,3,,0.9426057665177578
10092,10091,10092,1264.8,3,0,,0.24698151072601
10099,10098,10099,1265.5,0,3,,-0.5011953513716627
10120,10119,10120,1267.6,3,0,,-0.3684251135651472
10124,10123,10124,1268.0,0,3,,-0.528198891328742
10406,10405,10406,1296.2,3,0,,-0.5914781231812759
10416,10415,10416,1297.2,0,3,,-0.8301122793499331
10429,10428,10429,1298.5,3,2,,-0.3677128991788552
10434,10433,10434,1299.0,2,3,,-0.5501594884356897
10452,10451,10452,1300.8,3,1,,-0.9373532270611936
10479,10478,10479,1303.5,1,2,,0.7112638085451707
10501,10500,10501,1305.7,2,3,,0.4603049943594524
10559,10558,10559,1311.5,3,2,,1.9792191231536669
10564,10563,10564,1312.0,2,3,,0.6655053955072655
10573,10572,10573,1312.9,3,2,,0.1076413493675836
10579,10578,10579,1313.5,2,3,,-0.0148950660520816
10595,10594,10595,1315.1,3,2,,-0.4970724062549022
10600,10599,10600,1315.6,2,3,,-0.215372082662677
10620,10619,10620,1317.6,3,2,,-0.6391289409651599
10633,10632,10633,1318.9,2,3,,-0.1214746177780632
10682,10681,10682,1323.8,3,2,Aggression,-0.4308863799329859
10690,10689,10690,1324.6,2,3,Aggression,-0.3849949665177772
10712,10711,10712,1326.8,3,0,Aggression,0.1406621587175632
10717,10716,10717,1327.3,0,3,Aggression,-0.6019923924972066
10740,10739,10740,1329.6,3,1,Aggression,-0.3728769213739525
10791,10790,10791,1334.7,1,0,Aggression,-0.4271990864066635
10816,10815,10816,1337.2,0,1,Aggression,-0.0266028706235944
10830,10829,10830,1338.6,1,0,Aggression,0.3052811875773716
10840,10839,10840,1339.6,0,1,Aggression,-0.1195863848385084
10845,10844,10845,1340.1,1,3,Aggression,-0.1507512666373963
10850,10849,10850,1340.6,3,2,Aggression,0.2434875660436284
10875,10874,10875,1343.1,2,3,Aggression,0.3245919025544641
10883,10882,10883,1343.9,3,1,Aggression,-0.4981627758578869
10898,10897,10898,1345.4,1,3,,0.989942098592144
10982,10981,10982,1353.8,3,1,,-0.4621305405591758
10987,10986,10987,1354.3,1,3,,-0.5940734007438135
11003,11002,11003,1355.9,3,0,,-0.5436486803557143
11012,11011,11012,1356.8,0,3,,-0.3590401878779509
11026,11025,11026,1358.2,3,0,,-0.6418751442649805
11035,11034,11035,1359.1,0,3,,-0.3090274137006226
11044,11043,11044,1360.0,3,2,,0.0585139616155247
11052,11051,11052,1360.8,2,3,,-0.2471918594249706
11096,11095,11096,1365.2,3,1,,-0.4644594284947174
11134,11133,11134,1369.0,1,2,,-0.5575612324967697
11151,11150,11151,1370.7,2,3,,2.189835690212961
11182,11181,11182,1373.8,3,0,,-0.3837898310224186
11200,11199,11200,1375.6,0,3,,-0.6710652475548895
11208,11207,11208,1376.4,3,1,,-0.6456032078890757
11272,11271,11272,1382.8,1,0,,-0.5184573173571217
11280,11279,11280,1383.6,0,1,,-0.358528487740698
11289,11288,11289,1384.5,1,2,,-0.4953103768114509
11304,11303,11304,1386.0,2,3,,-0.6816900886294436
11316,11315,11316,1387.2,3,0,,-0.5099250022742905
11332,11331,11332,1388.8,0,1,,-0.8861703563357741
11351,11350,11351,1390.7,1,2,,-0.8101221316659157
11359,11358,11359,1391.5,2,3,,-0.7523024013911142
11371,11370,11371,1392.7,3,0,,-0.6354635940033546
11412,11411,11412,1396.8,0,3,,-0.7503163893978062
11416,11415,11416,1397.2,3,1,,-0.4139156269704732
11496,11495,11496,1405.2,1,2,,-0.2451602260031737
11507,11506,11507,1406.3,2,3,,-0.6952487622055851
11519,11518,11519,1407.5,3,2,,-0.3190972956260318
11537,11536,11537,1409.3,2,3,,-0.7137910559555606
11550,11549,11550,1410.6,3,0,,-0.7079785877499156
11572,11571,11572,1412.8,0,3,,-0.7267296343399751
11625,11624,11625,1418.1,3,2,,0.1065471614380294
11630,11629,11630,1418.6,2,3,,-0.4423390993906351
11647,11646,11647,1420.3,3,0,,0.5426887018259996
11654,11653,11654,1421.0,0,3,,-0.3212050528505619
11661,11660,11661,1421.7,3,1,,-0.7342298880193193
11725,11724,11725,1428.1,1,0,,-0.9131483016776248
11751,11750,11751,1430.7,0,1,,-0.8320773049095043
11757,11756,11757,1431.3,1,0,,-0.7074024239318251
11778,11777,11778,1433.4,0,1,,-0.7770424281725604
11834,11833,11834,1439.0,1,3,,-0.7352309323101862
11849,11848,11849,1440.5,3,2,,-0.4717041307220435
11874,11873,11874,1443.0,2,3,,-0.4162901619581822
11887,11886,11887,1444.3,3,2,,-0.5796514227856506
11890,11889,11890,1444.6,2,3,,0.3036638976966144
11904,11903,11904,1446.0,3,2,,-0.7531074337166245
11909,11908,11909,1446.5,2,3,,0.4216203354333436
11927,11926,11927,1448.3,3,0,,-0.0684349458307929
11932,11931,11932,1448.8,0,3,,0.6143719738795314
11960,11959,11960,1451.6,3,2,,-0.1713370454302533
11964,11963,11964,1452.0,2,3,,-0.4458969861639937
11976,11975,11976,1453.2,3,2,,-0.4840899535589391
12011,12010,12011,1456.7,2,3,,-0.0697435909772354
12022,12021,12022,1457.8,3,2,,-0.0925546663444894
12031,12030,12031,1458.7,2,3,,-0.3821608785581336
12036,12035,12036,1468.0,3,0,,0.059396999759433
12049,12048,12049,1469.3,0,3,,1.849128338528864
12054,12053,12054,1469.8,3,1,,1.5176889046281352
12065,12064,12065,1470.9,1,3,,4.52232274293906
12082,12081,12082,1472.6,3,0,Investigation,4.917512088259471
12094,12093,12094,1473.8,0,1,Investigation,0.9670084728440164
12100,12099,12100,1474.4,1,2,Investigation,0.816637250350488
12116,12115,12116,1476.0,2,3,Investigation,1.0533425694553569
12129,12128,12129,1477.3,3,0,Investigation,-0.0279626071899116
12137,12136,12137,1478.1,0,3,Investigation,1.0446751630192286
12140,12139,12140,1478.4,3,2,Investigation,0.8671719485533658
12145,12144,12145,1478.9,2,3,Investigation,1.2545226069271915
12159,12158,12159,1480.3,3,0,,1.1960955454600557
12170,12169,12170,1481.4,0,3,Approach,0.0608449516242694
12176,12175,12176,1482.0,3,1,,-0.0150017836324228
12220,12219,12220,1486.4,1,0,,-0.2476880473431725
12227,12226,12227,1487.1,0,1,,-0.3325462628580578
12231,12230,12231,1487.5,1,0,,-0.3347821865042211
12240,12239,12240,1488.4,0,3,,0.3028870164407577
12247,12246,12247,1489.1,3,0,,-0.2551290130607334
12264,12263,12264,1490.8,0,3,,-0.4415834267761417
12272,12271,12272,1491.6,3,2,,-0.0276638415632374
12285,12284,12285,1492.9,2,3,,-0.6488069188888164
12308,12307,12308,1495.2,3,2,,-0.263517003926928
12347,12346,12347,1499.1,2,3,,-0.4291667147563713
12353,12352,12353,1499.7,3,0,,-0.3321061984453116
12365,12364,12365,1500.9,0,3,,-0.5308437082663409
12372,12371,12372,1501.6,3,0,,-0.3858561298879487
12409,12408,12409,1505.3,0,3,,0.2157312942276311
12447,12446,12447,1509.1,3,2,,-0.0008999880170938
12458,12457,12458,1510.2,2,3,,0.8786919210708279
12466,12465,12466,1511.0,3,0,,-0.314556035882334
12494,12493,12494,1513.8,0,1,,-0.480745901257441
12500,12499,12500,1514.4,1,0,,-0.6704161177549216
12510,12509,12510,1515.4,0,1,,-0.6035043088163693
12520,12519,12520,1516.4,1,0,,0.0740418311070496
12537,12536,12537,1518.1,0,1,,0.0911260915438604
12545,12544,12545,1518.9,1,2,,0.3808513634696274
12575,12574,12575,1521.9,2,3,,0.2730193293222805
12599,12598,12599,1524.3,3,0,,0.0317544854010173
12612,12611,12612,1525.6,0,3,,-0.6875129956098188
12623,12622,12623,1526.7,3,2,,-0.5341502817934737
12630,12629,12630,1527.4,2,3,,-0.4056258271072191
12647,12646,12647,1529.1,3,2,,-0.7337099065040984
12675,12674,12675,1531.9,2,3,,-0.0887600154570677
12683,12682,12683,1532.7,3,2,,-0.538511030727642
12688,12687,12688,1533.2,2,3,,0.2966371419063974
12703,12702,12703,1534.7,3,2,,-0.1885703956404437
12713,12712,12713,1535.7,2,3,,-0.3032697428390719
12733,12732,12733,1537.7,3,0,,0.1721962349134091
12760,12759,12760,1540.4,0,3,,-0.5076191514142606
12767,12766,12767,1541.1,3,0,,-0.1322080527541786
12773,12772,12773,1541.7,0,3,,-0.2741716392706818
12782,12781,12782,1542.6,3,2,,-0.0286527680560117
12786,12785,12786,1543.0,2,3,,-0.1067209138049032
12831,12830,12831,1547.5,3,2,,-0.5770549118572219
12841,12840,12841,1548.5,2,3,,-0.1667356165669689
12878,12877,12878,1552.2,3,2,,-0.4147233701705733
12895,12894,12895,1553.9,2,1,,0.2973439623446052
12900,12899,12900,1554.4,1,3,,0.1472048139927265
12915,12914,12915,1555.9,3,2,,-0.6295604037293577
12920,12919,12920,1556.4,2,3,,-0.7296611548762665
12952,12951,12952,1559.6,3,0,,-0.3868171307188182
12964,12963,12964,1560.8,0,3,,-0.4544823529049174
12968,12967,12968,1561.2,3,1,,-0.1055246658410042
13000,12999,13000,1564.4,1,2,,-0.4043130385664516
13011,13010,13011,1565.5,2,3,,-0.5687577266031891
13044,13043,13044,1568.8,3,0,,-0.4640529199807913
13071,13070,13071,1571.5,0,1,,0.931342001441395
13104,13103,13104,1574.8,1,3,,-0.350324675648162
13132,13131,13132,1577.6,3,2,,-0.0855827516266597
13139,13138,13139,1578.3,2,3,,-0.5397779300333786
13151,13150,13151,1579.5,3,2,,-0.3033733164531497
13179,13178,13179,1582.3,2,3,,-0.7034485824051563
13187,13186,13187,1583.1,3,2,,-0.2138317729686973
13193,13192,13193,1583.7,2,1,,-0.2427531046539381
13196,13195,13196,1584.0,1,3,,-0.4324840930875603
13245,13244,13245,1588.9,3,2,,-0.3447257872745033
13270,13269,13270,1591.4,2,3,,0.011547028026238
13285,13284,13285,1592.9,3,2,,-0.5086776109796202
13301,13300,13301,1594.5,2,3,,-0.1576786587920122
13306,13305,13306,1595.0,3,2,,-0.5803578554945518
13324,13323,13324,1596.8,2,3,,-0.2412210862190611
13352,13351,13352,1599.6,3,0,,-0.7235982683152488
13384,13383,13384,1602.8,0,3,,0.1354583742140479
13393,13392,13393,1603.7,3,2,,-0.4657993279242025
13400,13399,13400,1604.4,2,1,,-0.5001281873168224
13417,13416,13417,1606.1,1,0,,-0.6122048867500229
13444,13443,13444,1608.8,0,3,,-0.1793199149813602
13452,13451,13452,1609.6,3,1,,-0.2352750668116817
13457,13456,13457,1610.1,1,0,,-0.3663716062534921
13481,13480,13481,1612.5,0,3,,-0.3739434223430632
13495,13494,13495,1613.9,3,0,,-0.5789602246340426
13504,13503,13504,1614.8,0,3,,-0.5367826006369019
13527,13526,13527,1617.1,3,0,,0.1044174118119488
13531,13530,13531,1617.5,0,3,,0.5287743253106223
13544,13543,13544,1618.8,3,2,,0.0610723316768794
13554,13553,13554,1619.8,2,1,,-0.4440987992504719
13573,13572,13573,1621.7,1,2,,0.507196760210068
13586,13585,13586,1623.0,2,1,,-0.4481695492619607
13606,13605,13606,1625.0,1,0,,0.3391234984193484
13625,13624,13625,1626.9,0,3,,-0.3386449195690245
13645,13644,13645,1628.9,3,2,,-0.4915065327818237
13660,13659,13660,1630.4,2,1,,0.7682590993925684
13673,13672,13673,1631.7,1,0,,-0.0252366776340981
13682,13681,13682,1632.6,0,3,,0.2615319696763575
13715,13714,13715,1635.9,3,0,,0.3895661324959453
13732,13731,13732,1637.6,0,1,,-0.3007938254750634
13739,13738,13739,1638.3,1,0,,0.5359965449177333
13744,13743,13744,1638.8,0,1,,0.3544307185381873
13808,13807,13808,1645.2,1,0,,0.0923708836720936
13821,13820,13821,1646.5,0,3,,-0.0893712222081034
13830,13829,13830,1647.4,3,0,,-0.3389400561338113
13837,13836,13837,1648.1,0,3,,-0.0301203139238527
13856,13855,13856,1650.0,3,2,,0.4797711751964816
13879,13878,13879,1652.3,2,3,,0.1816302263881101
13902,13901,13902,1654.6,3,2,,0.1715745420760925
13915,13914,13915,1655.9,2,1,,0.1526598008198458
13928,13927,13928,1657.2,1,2,,-0.4644468456860675
13933,13932,13933,1657.7,2,1,,0.0206729795786757
13958,13957,13958,1660.2,1,0,,-0.128800693447419
13961,13960,13961,1660.5,0,1,,-0.3416697841913041
13972,13971,13972,1661.6,1,3,,-0.4229835143704619
13982,13981,13982,1662.6,3,0,,-0.3234486348404548
14017,14016,14017,1666.1,0,1,,0.568824416105038
14027,14026,14027,1667.1,1,0,,0.161483543824775
14034,14033,14034,1667.8,0,1,,-0.250332129403057
14037,14036,14037,1668.1,1,0,,-0.0752199426005044
14078,14077,14078,1672.2,0,3,,-0.0857436513184826
14128,14127,14128,1677.2,3,2,,-0.4277005243111563
14133,14132,14133,1677.7,2,3,,-0.1862631602241141
14161,14160,14161,1680.5,3,2,,-0.3797384574704541
14170,14169,14170,1681.4,2,3,,-0.278104384197407
14179,14178,14179,1682.3,3,1,,0.3433804242311742
14188,14187,14188,1683.2,1,0,,0.204409410171478
14208,14207,14208,1685.2,0,1,,-0.1119682681997229
14222,14221,14222,1686.6,1,2,,0.559667713385511
14232,14231,14232,1687.6,2,1,,-0.1100274434895494
14240,14239,14240,1688.4,1,2,,-0.3144817230673546
14245,14244,14245,1688.9,2,1,,-0.256459372159807
14248,14247,14248,1689.2,1,3,,-0.1337833487332609
14271,14270,14271,1691.5,3,0,,-0.139051318299219
14307,14306,14307,1695.1,0,3,,-0.2326572086290279
14397,14396,14397,1704.1,3,2,,0.0482977564017334
14413,14412,14413,1705.7,2,3,,0.1747795516453798
14419,14418,14419,1706.3,3,2,,0.0466239708045978
14436,14435,14436,1708.0,2,3,,-0.1796570056252676
14454,14453,14454,1709.8,3,2,,0.2276850683863962
14459,14458,14459,1710.3,2,3,,-0.0375890310525955
14468,14467,14468,1711.2,3,0,,0.1425792939784261
14494,14493,14494,1713.8,0,1,,-0.2528380347111757
14497,14496,14497,1714.1,1,3,,-0.217365741216939
14520,14519,14520,1716.4,3,2,,-0.2202107753475354
14531,14530,14531,1717.5,2,3,,-0.233017480511242
14570,14569,14570,1721.4,3,1,,-0.0520286603002866
14603,14602,14603,1724.7,1,0,,0.774185627813241
14614,14613,14614,1725.8,0,1,,0.1246047741384213
14621,14620,14621,1726.5,1,0,,-0.0645210566206319
14665,14664,14665,1730.9,0,3,,0.1033529742550618
14677,14676,14677,1732.1,3,1,,0.2903840221629151
14685,14684,14685,1732.9,1,2,,0.2800088197113705
14699,14698,14699,1734.3,2,3,,0.2105307178547894
14715,14714,14715,1735.9,3,0,,0.6012908474513604
14728,14727,14728,1737.2,0,3,,1.3483954578364217
14752,14751,14752,1739.6,3,2,,0.0174437774360546
14798,14797,14798,1744.2,2,1,,1.0770449165260132
14861,14860,14861,1750.5,1,0,,0.3609978754806573
14877,14876,14877,1752.1,0,3,,0.8321921917113905
14891,14890,14891,1753.5,3,0,,0.1293334715948801
14901,14900,14901,1754.5,0,3,,0.1688499449082965
14926,14925,14926,1757.0,3,2,,0.0658151303108806
14968,14967,14968,1761.2,2,1,,0.1792892089478465
14981,14980,14981,1762.5,1,2,,0.0207610996273978
14994,14993,14994,1763.8,2,1,,0.1851702242546031
15018,15017,15018,1766.2,1,2,,0.6887913309682457
15036,15035,15036,1768.0,2,1,,0.1315626523607732
15054,15053,15054,1769.8,1,3,,1.4370927506614088
